X,Y,OBJECTID,Schoolnumber,Name,Province,SchoolLevel,District,Grant_Class,latitude,longitude,Name_Normalized
396692.839512573,7898953.06099378,1611,3141,CHIDAMUNYU,Manicaland,Secondary,Makoni,S3,-18.99938,32.0185,chidamunyu
410588.424094058,7909725.01103763,1612,3142,CHIKOBVORE,Manicaland,Secondary,Makoni,S3,-18.90269,32.151,chikobvore
426946.052687097,7968894.27504001,1613,3143,CHITUNGWIZA,Manicaland,Secondary,Makoni,S3,-18.3686,32.30848,chitungwiza
437478.030421046,7998016.63565867,1614,3145,DANHA,Manicaland,Secondary,Makoni,S3,-18.10573,32.40906,danha
446491.692100787,8025546.39441309,1615,3146,DEWERWI,Manicaland,Secondary,Makoni,S3,-17.85715,32.49496,dewerwi
401090.653017258,7967524.80351881,1616,3147,MOODIESVILLE,Manicaland,Secondary,Makoni,S3,-18.37993,32.06369,moodiesville
431359.090914462,8002890.96193322,1617,3148,GOWAKOWA,Manicaland,Secondary,Makoni,S3,-18.06149,32.35139,gowakowa
408037.522590803,7974469.62300036,1618,3149,MUTASA (YORKSHIRE),Manicaland,Secondary,Makoni,S3,-18.31748,32.12976,mutasa (yorkshire)
419308.348030237,8014588.92456526,1619,3150,MUTIWEGORA,Manicaland,Secondary,Makoni,S3,-17.95535,32.23798,mutiwegora
406560.663890657,7937698.50816953,1620,3151,MUZITI,Manicaland,Secondary,Makoni,S3,-18.64972,32.11408,muziti
,,1621,3154,ST JOHNS THE BAPTIST HIGH SCHOOL,Manicaland,Secondary,Mutare,S3,,0,st johns the baptist high school
453251.080925373,8028814.04462667,1622,3155,NYAMOMBE,Manicaland,Secondary,Makoni,S3,-17.82777,32.55883,nyamombe
,,1623,3156,DAVEWELL INSTITUTION,Manicaland,Secondary,Mutare,S2,,0,davewell institution
,,1624,3157,EDEN ROSES INDEPENDENT COLLEGE,Manicaland,Secondary,Mutasa,S2,,0,eden roses independent college
447071.044933061,8050774.39232773,1625,3158,NYAMURONDA,Manicaland,Secondary,Makoni,S3,-17.62914,32.50106,nyamuronda
422569.131476744,7942341.94328627,1626,3160,ST JOHNS THE APOSTLE,Manicaland,Secondary,Makoni,S3,-18.60841,32.26603,st johns the apostle
,,1627,3161,NYANGOMBE FALLS,Manicaland,Secondary,Nyanga,S3,,0,nyangombe falls
381408.80094166,7958673.17539433,1628,3162,ST MARTINS,Manicaland,Secondary,Makoni,S3,-18.45891,31.87688,st martins
447449.265050146,8006187.01923398,1629,3163,ST PAUL-CHINHENGA,Manicaland,Secondary,Makoni,S3,-18.03215,32.50351,st paul-chinhenga
412484.078346641,7929138.87617276,1630,3164,ST STEPHENS(CHIHWARARE),Manicaland,Secondary,Makoni,S3,-18.72733,32.16986,st stephens(chihwarare)
403937.905982592,7985762.79567944,1631,3165,TAFADZWA,Manicaland,Secondary,Makoni,S3,-18.21524,32.0915,tafadzwa
393717.223648072,7913829.42003884,1632,3166,MUKAMBA,Manicaland,Secondary,Makoni,S3,-18.8648,31.99104,mukamba
428089.738586716,7867612.88998055,1633,3167,BEMHIWA ADVENTIST,Manicaland,Secondary,Mutare,S3,-19.28394,32.31561,bemhiwa adventist
459199.736047099,7901471.18360081,1634,3168,BEULAH HEIGHTS,Manicaland,Secondary,Mutare,S2,-18.97882,32.6124,beulah heights
422746.563143994,7855984.90152358,1635,3169,BUWERIMWE,Manicaland,Secondary,Mutare,S3,-19.38882,32.26429,buwerimwe
429432.701036559,7879576.96929625,1636,3170,CHEGORE,Manicaland,Secondary,Mutare,S3,-19.17587,32.32883,chegore
429728.151733835,7920945.45008019,1637,3171,CHIMWANDA,Manicaland,Secondary,Mutare,S3,-18.80203,32.33313,chimwanda
418173.84351833,7905616.88067542,1638,3172,CHINOTA SECONDARY,Manicaland,Secondary,Mutare,S3,-18.94013,32.22285,chinota secondary
465228.500505441,7880702.19423012,1639,3173,CHISHAKWE,Manicaland,Secondary,Mutare,S3,-19.16663,32.6693,chishakwe
423365.585769696,7894266.82732959,1640,3174,CHIWERE,Manicaland,Secondary,Mutare,S3,-19.0429,32.27171,chiwere
473996.746586481,7860696.46294389,1641,3175,HIMALAYA SEC,Manicaland,Secondary,Mutare,S3,-19.34756,32.75242,himalaya sec
429475.009796113,7899860.45342988,1642,3176,LORN FARM,Manicaland,Secondary,Mutare,S3,-18.99257,32.32997,lorn farm
417483.619129104,7862855.97878753,1643,3177,MAPONDE,Manicaland,Secondary,Mutare,S3,-19.32652,32.21447,maponde
479991.42737294,7876423.2407624,1644,3178,MAZONWE,Manicaland,Secondary,Mutare,S3,-19.2055,32.80966,mazonwe
406611.799820698,7869775.27398358,1645,3179,MUKUNI SOUTH,Manicaland,Secondary,Mutare,S3,-19.26352,32.11132,mukuni south
,,1646,3180,ST JOHN'S MABVENGWA (MT.,Manicaland,Secondary,Mutare,S3,,0,st john's mabvengwa (mt.
423551.890007494,7840150.32265323,1647,3181,MT. MATEDZI,Manicaland,Secondary,Mutare,S3,-19.53194,32.27132,mt. matedzi
416615.682331306,7880397.38950757,1648,3182,MUKUNI NORTH,Manicaland,Secondary,Mutare,S3,-19.16797,32.20697,mukuni north
402087.080936244,7877096.41128436,1649,3183,MT ZONWE,Manicaland,Secondary,Mutare,S3,-19.19715,32.06864,mt zonwe
432128.147836501,7842037.21382923,1650,3184,MUKWADA,Manicaland,Secondary,Mutare,S3,-19.5152,32.35313,mukwada
480243.832379291,7885105.14408653,1651,3185,MUTORE,Manicaland,Secondary,Mutare,S3,-19.12704,32.81215,mutore
439641.82814516,7826519.50495095,1652,3186,TRANSAU (ROMBE),Manicaland,Secondary,Mutare,S3,-19.65567,32.42424,transau (rombe)
418367.986920297,7890726.47710273,1653,3187,ST. LUCY,Manicaland,Secondary,Mutare,S3,-19.0747,32.22407,st. lucy
,,1654,3188,ST. THERESA GANDAYI,Manicaland,Secondary,Mutare,S3,,0,st. theresa gandayi
412421.962698517,7855057.05834574,1655,3189,ZVIIPIRIPIRI,Manicaland,Secondary,Mutare,S3,-19.39678,32.16593,zviipiripiri
493880.26953459,8002434.04572721,1656,3190,GAIREZI,Manicaland,Secondary,Nyanga,S3,-18.0667,32.94217,gairezi
,,1657,3191,VISTA VISION COLLEGE,Manicaland,Secondary,Makoni,S1,,0,vista vision college
450651.214587538,7967930.86202448,1658,3192,GAMBE SANYATWE,Manicaland,Secondary,Nyanga,S3,-18.37799,32.53284,gambe sanyatwe
452907.752798983,7979119.24311253,1659,3193,NYARUKOWA,Manicaland,Secondary,Nyanga,S3,-18.27692,32.55446,nyarukowa
462420.089277732,7985385.7888655,1660,3194,NYARUMVURWE,Manicaland,Secondary,Nyanga,S3,-18.22047,32.64457,nyarumvurwe
472443.425701039,7983925.59578842,1661,3195,SAMATINHA,Manicaland,Secondary,Nyanga,S3,-18.23382,32.73935,samatinha
,,1664,3198,MAGURA,Manicaland,Secondary,Makoni,S3,,0,magura
,,1668,3202,CHARAMBA,Manicaland,Secondary,Makoni,S3,,0,charamba
,,1669,3203,CHIGORA,Manicaland,Secondary,Makoni,S3,,0,chigora
,,1670,3204,CHINYAMANDANA,Manicaland,Secondary,Makoni,S3,,0,chinyamandana
,,1672,3206,BETHANIA,Manicaland,Secondary,Mutasa,S3,,0,bethania
,,1673,3207,ARNOLDINE,Manicaland,Secondary,Makoni,S3,,0,arnoldine
,,1674,3208,RUSUNUNGUKO,Manicaland,Secondary,Makoni,S3,,0,rusununguko
,,1675,3209,NYAMUSOSA,Manicaland,Secondary,Makoni,S3,,0,nyamusosa
,,1676,3210,ZONA (Jersey B),Manicaland,Secondary,Chipinge,S3,,0,zona (jersey b)
,,1678,3213,RUTENGENI,Manicaland,Secondary,Chipinge,S3,,0,rutengeni
,,1679,3214,SACRED HEART SECONDARY,Manicaland,Secondary,Mutare,S2,,0,sacred heart secondary
,,1680,3215,RIMAI,Manicaland,Secondary,Chipinge,S3,,0,rimai
,,1682,3218,NYAMUBARAWANDA SECONDARY SCHOOL,Manicaland,Secondary,Nyanga,S3,,,nyamubarawanda secondary school
,,1683,3219,SANDE MUNEMO SECONDARY SCHOOL,Manicaland,Secondary,Nyanga,S3,,,sande munemo secondary school
,,1684,3220,DESTINY PRIVATE COLLEGE,Manicaland,Secondary,Makoni,S1,,0,destiny private college
,,1685,3221,ALPHA INSTITUTE,Manicaland,Secondary,Mutare,S2,,0,alpha institute
,,1686,3222,KANYIMO SECONDARY SCHOOL,Manicaland,Secondary,Nyanga,S3,,,kanyimo secondary school
,,1687,3223,MAYFIELD SECONDARY SCHOOL,Manicaland,Secondary,Chipinge,S3,,,mayfield secondary school
,,1688,3224,KUBATANA SECONDARY SCHOOL,Manicaland,Secondary,Chipinge,S3,,,kubatana secondary school
,,1689,3225,GUTIKA ACADEMY PVT SCHOOL,Manicaland,Secondary,Chipinge,S1,,,gutika academy pvt school
,,1692,3228,PASS AT ONCE COLLEGE,Manicaland,Secondary,Mutasa,S3,,,pass at once college
,,1694,3231,ST MARK PRISON SECONDARY SCHOOL,Manicaland,Secondary,Chipinge,S3,,,st mark prison secondary school
449756.718528731,7922027.85101016,1766,3972,MARARA,Manicaland,Secondary,Mutasa,S3,-18.79283,32.52322,marara
466440.006558947,7919522.47736323,1767,3973,MUCHENA,Manicaland,Secondary,Mutasa,S3,-18.81581,32.68149,muchena
485397.079348232,7945855.92157617,1768,3974,NGARURA,Manicaland,Secondary,Mutasa,S3,-18.57803,32.8616,ngarura
366204.839197522,7848282.11588948,1769,3976,NYAMAKUTE,Manicaland,Secondary,Buhera,S3,-19.45544,31.72536,nyamakute
414022.71040343,7836921.20896347,1770,3977,ROMOREHOTO,Manicaland,Secondary,Buhera,S3,-19.56073,32.18035,romorehoto
388112.949565517,7844987.04656222,1771,3978,ZVOMWOYO,Manicaland,Secondary,Buhera,S3,-19.48656,31.93385,zvomwoyo
418835.636812497,7813640.67169126,1772,3979,NEMADZIVA (CHABATA B),Manicaland,Secondary,Buhera,S3,-19.7713,32.22522,nemadziva (chabata b)
419509.236503284,7799845.66031952,1773,3980,NECHIKOWA,Manicaland,Secondary,Buhera,S3,-19.89598,32.23105,nechikowa
364621.477750971,7843549.73559104,1774,3981,NDYARIMA,Manicaland,Secondary,Buhera,S3,-19.49809,31.70994,ndyarima
376164.95580111,7867168.07158971,1775,3982,NDONGWE,Manicaland,Secondary,Buhera,S3,-19.28544,31.82146,ndongwe
393191.309096539,7838712.89793835,1776,3983,MUZIRIKAZI,Manicaland,Secondary,Buhera,S3,-19.54353,31.98188,muzirikazi
355767.733086616,7858849.61511893,1777,3986,MURAIRWA,Manicaland,Secondary,Buhera,S3,-19.35924,31.62675,murairwa
376976.474165951,7841170.2611599,1778,3987,MURWIRA,Manicaland,Secondary,Buhera,S3,-19.52039,31.8275,murwira
402522.498828463,7828157.16083941,1779,3988,MUROVE,Manicaland,Secondary,Buhera,S3,-19.63939,32.07027,murove
359011.837672927,7878142.55280786,1780,3989,MUKONDOMI,Manicaland,Secondary,Buhera,S3,-19.18516,31.65905,mukondomi
383021.487041668,7883711.14077333,1781,3990,MOSES THE PROPHET,Manicaland,Secondary,Buhera,S3,-19.13637,31.88771,moses the prophet
390453.724209345,7825545.07238758,1782,3991,MUKODZA,Manicaland,Secondary,Buhera,S3,-19.66236,31.95502,mukodza
328642.163027968,7883205.96846642,1783,3992,MUDZAMIRI,Manicaland,Secondary,Buhera,S3,-19.13708,31.37073,mudzamiri
383522.546866789,7874215.45335559,1784,3993,MAVANGWE,Manicaland,Secondary,Buhera,S3,-19.2222,31.8919,mavangwe
407901.756906489,7843027.34782948,1785,3994,MACHIRAGWAMA,Manicaland,Secondary,Buhera,S3,-19.50528,32.1223,machiragwama
376232.049632349,7860550.1559353,1786,3995,MABVUREGUDO,Manicaland,Secondary,Buhera,S3,-19.34524,31.82167,mabvuregudo
,,1787,3996,TRIASHILL,Manicaland,Secondary,Mutasa,S3,,0,triashill
427507.864743544,7804976.57359985,1788,3997,GUNURA,Manicaland,Secondary,Buhera,S3,-19.84993,32.30766,gunura
370202.016024965,7848229.39383132,1789,3998,CHIMBUDZI,Manicaland,Secondary,Buhera,S3,-19.45618,31.76343,chimbudzi
385967.836281651,7855930.23507758,1790,3999,CHANGAMIRE,Manicaland,Secondary,Buhera,S3,-19.38756,31.91407,changamire
462416.731150843,7827169.5581801,1791,4000,BUMBA,Manicaland,Secondary,Chimanimani,S3,-19.65036,32.6415,bumba
299939.872169244,8149167.43841279,1792,4001,CENTENARY,Mashonaland Central,Secondary,Muzarabani,S3,-16.73183,31.12343,centenary
258585.232374667,8187171.17969758,1793,4002,MAHUHWE,Mashonaland Central,Secondary,Mbire,S3,-16.38466,30.73973,mahuhwe
335761.660690978,8118187.06169235,1796,4005,BRADLEY HIGH SCHOOL,Mashonaland Central,Secondary,Shamva,S3,-17.01456,31.45707,bradley high school
371157.019327594,8184985.51886504,1797,4006,MAVHURADONHA,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.4131,31.79333,mavhuradonha
346920.605288105,8151609.01086838,1799,4008,RUYA ADVENTIST,Mashonaland Central,Secondary,Mt. Darwin,S2,-16.7133,31.56416,ruya adventist
274294.916806499,8051004.07771852,1800,4009,MAZOWE HIGH,Mashonaland Central,Secondary,Mazowe,S1,-17.61623,30.8729,mazowe high
317124.460426049,8178029.39844451,1801,4010,ST.ALBERTS,Mashonaland Central,Secondary,Muzarabani,S2,-16.47244,31.28688,st.alberts
286940.133416104,8093901.49013412,1802,4011,HOWARD,Mashonaland Central,Secondary,Mazowe,S2,-17.22996,30.99625,howard
350087.059043818,8145219.10003081,1803,4012,DARWIN,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.77125,31.59343,darwin
255861.979689793,8155799.07460059,1804,4013,ST.FRANCIS AND CLARE,Mashonaland Central,Secondary,Guruve,S3,-16.66776,30.71091,st.francis and clare
437630.466643128,8158650.35093051,1808,4017,MARY MOUNT HIGH,Mashonaland Central,Secondary,Rushinga,S3,-16.65381,32.41513,mary mount high
288732.101549268,8073168.99985812,1809,4018,MAZOWE CITRUS,Mashonaland Central,Secondary,Mazowe,S3,-17.41742,31.01108,mazowe citrus
252087.849674091,8134274.70648669,1810,4019,CHIFAMBA,Mashonaland Central,Secondary,Guruve,S3,-16.86178,30.67318,chifamba
413120.418313215,8160703.07924631,1811,4020,RUSAMBO,Mashonaland Central,Secondary,Rushinga,S3,-16.63448,32.18538,rusambo
246844.007549017,8157709.92327814,1812,4021,MATSVITSI,Mashonaland Central,Secondary,Guruve,S3,-16.64955,30.62662,matsvitsi
322760.779681663,8054340.33380694,1813,4022,MARIRANGWE,Mashonaland Central,Secondary,Bindura,S3,-17.59048,31.32977,marirangwe
430219.586261327,8163949.70763316,1814,4024,MAKUNI,Mashonaland Central,Secondary,Rushinga,S3,-16.6057,32.3458,makuni
393884.869698501,8163769.28976107,1815,4025,MAGARANHEWE,Mashonaland Central,Secondary,Rushinga,S3,-16.60598,32.00518,magaranhewe
347302.697242007,8097884.42179351,1816,4026,BUSHU,Mashonaland Central,Secondary,Shamva,S3,-17.19882,31.56406,bushu
303506.419976654,8070932.9930788,1817,4027,CHIRISERI DINDINYONGWE,Mashonaland Central,Secondary,Bindura,S3,-17.43896,31.14991,chiriseri dindinyongwe
343259.94694644,8128623.74228431,1819,4029,MADZIWA RURAL,Mashonaland Central,Secondary,Shamva,S3,-16.92077,31.52823,madziwa rural
335903.290325031,8111303.65941762,1820,4030,CHIDEMBO,Mashonaland Central,Secondary,Shamva,S3,-17.07677,31.45789,chidembo
352502.961826853,8102469.31027407,1821,4031,JITI HIGH,Mashonaland Central,Secondary,Shamva,S3,-17.15773,31.61326,jiti high
357966.705461097,8161715.21268139,1822,4032,CHAWANDA,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.62266,31.66838,chawanda
339731.759347672,8133940.94164653,1823,4033,MUPFURE SECONDARY,Mashonaland Central,Secondary,Shamva,S3,-16.87248,31.49549,mupfure secondary
301877.923561969,8117040.17144109,1825,4035,NYAKUDYA,Mashonaland Central,Secondary,Mazowe,S3,-17.02226,31.13876,nyakudya
307438.872654579,8129495.13851412,1826,4036,CHINEHASHA,Mashonaland Central,Secondary,Mazowe,S3,-16.9102,31.19206,chinehasha
295042.021607255,8114697.162274,1827,4037,KANYEMBA,Mashonaland Central,Secondary,Mazowe,S3,-17.04283,31.07435,kanyemba
308186.286921975,8139839.35617043,1828,4038,JINGAMVURA,Mashonaland Central,Secondary,Mazowe,S3,-16.8168,31.19996,jingamvura
285912.377677296,8100466.14852786,1829,4039,MUSARARA,Mashonaland Central,Secondary,Mazowe,S3,-17.17056,30.98723,musarara
291154.823787108,8113171.91657904,1830,4040,GWESHE,Mashonaland Central,Secondary,Mazowe,S3,-17.05626,31.0377,gweshe
257822.653704404,8137854.37350112,1831,4041,NYAMHONDORO,Mashonaland Central,Secondary,Guruve,S3,-16.83005,30.72736,nyamhondoro
263921.949033388,8148976.4405048,1832,4042,KONDO,Mashonaland Central,Secondary,Guruve,S3,-16.73021,30.78573,kondo
334658.493909006,8057211.79253286,1833,4043,RUTOPE (CHINDOTWE),Mashonaland Central,Secondary,Bindura,S3,-17.56545,31.44208,rutope (chindotwe)
331796.069764969,8131489.66971041,1834,4044,CHIHURI,Mashonaland Central,Secondary,Shamva,S3,-16.89407,31.42083,chihuri
382986.328065099,8154630.96431672,1835,4045,NYAMAHOBOGO,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.68806,31.90255,nyamahobogo
285896.446957429,8186484.00751872,1836,4046,MUZARABANI,Mashonaland Central,Secondary,Muzarabani,S3,-16.39346,30.99525,muzarabani
212976.823641365,8194543.2881717,1837,4047,CHEMACHINDA,Mashonaland Central,Secondary,Guruve,S3,-16.31307,30.31394,chemachinda
227048.073037256,8199444.50689019,1838,4048,MAKUVATSINE,Mashonaland Central,Secondary,Mbire,S3,-16.27044,30.4461,makuvatsine
283482.005692727,8193422.28537015,1840,4050,HWATA,Mashonaland Central,Secondary,Muzarabani,S3,-16.33056,30.9733,hwata
232419.614532996,8166832.6349384,1841,4051,MAMINI,Mashonaland Central,Secondary,Guruve,S3,-16.56557,30.49255,mamini
223309.125503248,8201287.63637028,1842,4052,MUSHOSHOMA,Mashonaland Central,Secondary,Guruve,S3,-16.25337,30.41136,mushoshoma
400715.03011352,8167776.11228075,1843,4053,BUNGWE,Mashonaland Central,Secondary,Rushinga,S3,-16.57006,32.06938,bungwe
404358.156236303,8149358.69348944,1844,4054,NYAMATIKITI,Mashonaland Central,Secondary,Rushinga,S3,-16.73668,32.10275,nyamatikiti
356568.693318656,8113267.08237395,1845,4055,MADZIWA MINE,Mashonaland Central,Secondary,Shamva,S3,-17.06041,31.65218,madziwa mine
291309.890400225,8095178.3206611,1846,4056,RUJEKO,Mashonaland Central,Secondary,Mazowe,S3,-17.21883,31.03745,rujeko
332472.14099766,8144284.64374387,1847,4057,TANGENHAMO,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.7785,31.42813,tangenhamo
243423.991925466,8135540.4344549,1848,4058,MAGAYA,Mashonaland Central,Secondary,Guruve,S3,-16.84941,30.59206,magaya
357337.688742196,8127361.02091614,1849,4059,ZVOMANYANGA,Mashonaland Central,Secondary,Shamva,S3,-16.93309,31.66031,zvomanyanga
338382.521385452,8173262.7273045,1850,4060,RUWANI,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.51705,31.48563,ruwani
348336.206448337,8195889.62333866,1851,4061,KAITANO,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.31322,31.58036,kaitano
298312.69166758,8175593.81978375,1852,4062,CHAWARURA,Mashonaland Central,Secondary,Muzarabani,S3,-16.49293,31.11051,chawarura
310223.448238642,8165271.08440899,1853,4063,MACHAYA,Mashonaland Central,Secondary,Muzarabani,S3,-16.58718,31.2212,machaya
365590.951912306,8158877.74492194,1854,4064,CHIMUMVURI,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.64875,31.73968,chimumvuri
348771.821586934,8202111.25619405,1856,4066,CHIGANGO,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.25702,31.58484,chigango
350224.942635772,8141557.35709853,1857,4067,MUDZENGERERE,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.80435,31.59448,mudzengerere
271558.363311554,8114019.63710122,1858,4068,MVURWI HIGH,Mashonaland Central,Secondary,Mazowe,S2,-17.04674,30.85375,mvurwi high
296821.179779056,8117107.67334873,1859,4069,ST .ALBANS,Mashonaland Central,Secondary,Mazowe,S3,-17.02121,31.09128,st .albans
415104.484505241,8170598.18390413,1860,4070,CHOMUTUKUTU,Mashonaland Central,Secondary,Rushinga,S3,-16.54511,32.20435,chomutukutu
298622.344549714,8218183.30679567,1861,4071,MUSENGEZI,Mashonaland Central,Secondary,Mbire,S3,-16.10815,31.11709,musengezi
261368.174899769,8172564.72811503,1862,4072,NEGOMO,Mashonaland Central,Secondary,Guruve,S3,-16.51688,30.76426,negomo
251266.774311472,8154520.29212794,1863,4073,CHIPANGURA,Mashonaland Central,Secondary,Guruve,S3,-16.67883,30.66771,chipangura
319947.240135987,8077205.99117239,1864,4074,WAYERERA,Mashonaland Central,Secondary,Bindura,S3,-17.38366,31.30518,wayerera
316230.074902754,8193207.77064151,1865,4075,HOYA,Mashonaland Central,Secondary,Muzarabani,S3,-16.33522,31.27971,hoya
329847.44305763,8164015.14399237,1866,4076,MUTUNGAGORE,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.60002,31.40499,mutungagore
382941.028934571,8178738.25599259,1867,4077,PFUNYANGUWO,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.47017,31.90336,pfunyanguwo
370841.162053098,8167675.5391473,1868,4078,TSENGURWE,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.56953,31.7894,tsengurwe
361240.498737116,8208414.41472457,1869,4079,MUKUMBURA,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.2008,31.70187,mukumbura
456766.91060431,8157182.19640704,1870,4080,CHAPINDUKA,Mashonaland Central,Secondary,Rushinga,S3,-16.66751,32.59455,chapinduka
422859.108276724,8153680.07325983,1871,4081,KAMANIKA,Mashonaland Central,Secondary,Rushinga,S3,-16.6983,32.27645,kamanika
305667.162743048,8118816.89616002,1872,4083,MARONGWE,Mashonaland Central,Secondary,Mazowe,S3,-17.00653,31.1745,marongwe
262289.13300212,8142293.65920669,1873,4084,CHIMBUMU,Mashonaland Central,Secondary,Guruve,S3,-16.79041,30.76972,chimbumu
,,1874,4085,BELGOWNIE,Mashonaland Central,Secondary,Mazowe,S3,,0,belgownie
387591.170576917,8167341.76193452,1876,4087,GWASHURE,Mashonaland Central,Secondary,Rushinga,S3,-16.5734,31.94636,gwashure
253241.448537687,8088831.24685285,1877,4088,CAESAR MINE,Mashonaland Central,Secondary,Mazowe,S3,-17.27235,30.67893,caesar mine
295688.421984396,8126220.53751627,1878,4089,GOMBEKOMBE,Mashonaland Central,Secondary,Mazowe,S3,-16.93878,31.08148,gombekombe
300674.416565284,8132712.59037096,1880,4091,BARE,Mashonaland Central,Secondary,Mazowe,S3,-16.88056,31.12886,bare
332647.116056113,8118604.9487404,1893,4104,NYARUKUNDA HIGH,Mashonaland Central,Secondary,Shamva,S2,-17.01056,31.42785,nyarukunda high
454781.328947724,8164779.05528125,1894,4105,NYAMUZEYA,Mashonaland Central,Secondary,Rushinga,S3,-16.5988,32.57608,nyamuzeya
282566.429440173,8076831.25457203,1902,4113,KUNDAYI,Mashonaland Central,Secondary,Mazowe,S2,-17.38375,30.95343,kundayi
325078.885778825,8084411.36723232,1904,4115,CHIPADZE,Mashonaland Central,Secondary,Bindura,S2,-17.31896,31.35405,chipadze
378299.930632513,8161667.03399939,1906,4117,CHIRONGA,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.62423,31.85898,chironga
285508.66444841,8104708.23780897,1907,4118,LANGHAM,Mashonaland Central,Secondary,Mazowe,S2,-17.1322,30.98385,langham
293471.783425985,8104507.02196376,1908,4119,KAKORA,Mashonaland Central,Secondary,Mazowe,S3,-17.13475,31.05865,kakora
361117.777260767,8149343.1023855,1909,4120,MUTONDWE,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.73466,31.69716,mutondwe
348588.498651121,8086940.57951046,1910,4121,WADZANAI HIGH,Mashonaland Central,Secondary,Shamva,S3,-17.2978,31.57539,wadzanai high
229546.953488764,8180090.64517522,1911,4122,NYAKAPUPU,Mashonaland Central,Secondary,Guruve,S3,-16.44551,30.46721,nyakapupu
330804.614459852,8176473.39867507,1912,4124,KUHONDO,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.48751,31.41488,kuhondo
324908.308808536,8068651.956784,1913,4125,MUREMBE,Mashonaland Central,Secondary,Bindura,S3,-17.46134,31.35117,murembe
251002.974925413,8144176.4717599,1914,4127,ST.PHILIPS MAGWENYA,Mashonaland Central,Secondary,Guruve,S1,-16.77223,30.6641,st.philips magwenya
364232.393968709,8179729.54049298,1915,4128,KAJOKOTO,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.46022,31.72818,kajokoto
363585.394577181,8190063.15266237,1916,4129,CHISWITI,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.36679,31.72273,chiswiti
344515.441532485,8173672.00543177,1917,4130,CHAKOMA,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.51376,31.54311,chakoma
362672.906650137,8204692.48651432,1918,4131,KATARIRA,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.23452,31.71505,katarira
,,1945,4158,MADZOMBA,Mashonaland Central,Secondary,Mbire,S3,,0,madzomba
368827.428235048,8149498.40979181,2011,4227,NYAKASIKANA,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.7337,31.76948,nyakasikana
,,2038,4256,DELMONDS ACADEMY,Mashonaland Central,Secondary,Bindura,S3,,0,delmonds academy
,,2084,4304,MONONZI SECONDAY,Mashonaland Central,Secondary,Mbire,S3,,0,mononzi seconday
407526.86804467,8161030.28767464,2121,4346,CHIMANDA GVT HIGH,Mashonaland Central,Secondary,Rushinga,S3,-16.63131,32.13295,chimanda gvt high
353002.11679448,8130936.22567269,2122,4347,CHINDUNDUMA 1 HIGH,Mashonaland Central,Secondary,Shamva,S2,-16.90051,31.61984,chindunduma 1 high
323406.832066348,8083656.57781837,2123,4348,CHIPINDURA,Mashonaland Central,Secondary,Bindura,S2,-17.32565,31.33826,chipindura
348293.414772159,8166550.71234811,2124,4350,DOTITO,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.57836,31.57803,dotito
336362.843387767,8121766.2715991,2132,4358,MUTUMBA,Mashonaland Central,Secondary,Shamva,S3,-16.98226,31.46298,mutumba
236817.979630468,8211195.49138437,2137,4364,MUSHUMBI,Mashonaland Central,Secondary,Mbire,S3,-16.16539,30.53877,mushumbi
327544.964062986,8058793.4707147,2139,4366,NYAVA,Mashonaland Central,Secondary,Bindura,S3,-17.55062,31.3752,nyava
293274.279275288,8110221.08899584,2140,4367,NZVIMBO,Mashonaland Central,Secondary,Mazowe,S2,-17.08311,31.05733,nzvimbo
325787.527392282,8083836.37801963,2215,4443,SOS MAIZELANDS,Mashonaland Central,Secondary,Bindura,S3,-17.32421,31.36067,sos maizelands
353571.095132808,8123912.42144361,2248,4476,CHINDUNDUMA II,Mashonaland Central,Secondary,Shamva,S3,-16.96402,31.62472,chindunduma ii
217805.703015142,8218449.78309515,2249,4477,ANGWA,Mashonaland Central,Secondary,Mbire,S3,-16.09775,30.36197,angwa
,,2251,4480,KAPEMBERE,Mashonaland Central,Secondary,Muzarabani,S3,,0,kapembere
,,2255,4484,KANHUKAMWE SECONDARY,Mashonaland Central,Secondary,Mazowe,S3,,0,kanhukamwe secondary
