X,Y,OBJECTID,Schoolnumber,Name,Province,SchoolLevel,District,Grant_Class,latitude,longitude,Name_Normalized
256820.999064131,7956668.48985644,3766,8083,MATANHA,Mashonaland West,Secondary,Chegutu,S3,-18.46636,30.69725,matanha
261494.557397215,7950926.38959668,3767,8084,NYAMASHESHA,Mashonaland West,Secondary,Chegutu,S3,-18.51875,30.7408,nyamashesha
246651.263723608,7930976.21585954,3768,8085,DONDOSHAVA SEC,Mashonaland West,Secondary,Mhondoro Ngezi,S3,-18.69717,30.59776,dondoshava sec
209307.50985179,8035754.03978965,3769,8086,CHIKAKA SEC,Mashonaland West,Secondary,Zvimba,S3,-17.74637,30.25881,chikaka sec
207540.92700926,8026487.24230306,3770,8087,MADZORERA HIGH,Mashonaland West,Secondary,Zvimba,S3,-17.8298,30.24088,madzorera high
215851.243772467,8025766.38246499,3771,8088,MARIGA,Mashonaland West,Secondary,Zvimba,S3,-17.8374,30.31912,mariga
199655.144491031,8032380.79441023,3772,8089,MUCHERI,Mashonaland West,Secondary,Zvimba,S3,-17.77553,30.16739,mucheri
206246.327817258,8044065.08290626,3773,8090,NYAMANGARA SEC,Mashonaland West,Secondary,Zvimba,S3,-17.67093,30.23112,nyamangara sec
191349.149200726,8043716.75745302,3774,8091,TAFIRA SEC,Mashonaland West,Secondary,Zvimba,S3,-17.67205,30.09078,tafira sec
186506.174623283,8038194.36339975,3775,8092,MANDEVHANI,Mashonaland West,Secondary,Zvimba,S3,-17.72122,30.04436,mandevhani
202561.515643602,8020882.48890074,3776,8093,MKWASHA,Mashonaland West,Secondary,Chegutu,S3,-17.87973,30.19315,mkwasha
221462.155870992,8027302.4456555,3777,8094,KUTAMA DAY HIGH,Mashonaland West,Secondary,Zvimba,S3,-17.82425,30.37222,kutama day high
,,3778,8095,MUDZIMU,Mashonaland West,Secondary,Hurungwe,S3,,0,mudzimu
110142.024610257,8019415.70509876,3779,8096,ST CHARLES SEC,Mashonaland West,Secondary,Sanyati,S3,-17.87846,29.3219,st charles sec
117707.661776697,8018467.2025932,3780,8097,KASIRISIRI SEC,Mashonaland West,Secondary,Sanyati,S3,-17.88835,29.393,kasirisiri sec
188355.931609934,8046076.46780925,3781,8098,KANYEMBA CHIVHERE,Mashonaland West,Secondary,Zvimba,S3,-17.65033,30.06294,kanyemba chivhere
-1522.49457227305,8122852.39562235,3783,8100,MOLA,Mashonaland West,Secondary,Kariba,S3,-16.92396,28.29468,mola
161224.58011367,8032360.34883473,3784,8101,CHIPFUWAMITI,Mashonaland West,Secondary,Makonde,S3,-17.77014,29.80533,chipfuwamiti
96020.1920577867,8145271.55680531,3785,8102,MASANGA,Mashonaland West,Secondary,Hurungwe,S3,-16.74077,29.21223,masanga
114688.091432209,8094385.94170291,3786,8103,KAVAYA,Mashonaland West,Secondary,Hurungwe,S3,-17.20297,29.3782,kavaya
141422.958605597,8185064.52250522,3787,8104,CHITINDIVA,Mashonaland West,Secondary,Hurungwe,S3,-16.38904,29.6436,chitindiva
114413.828586609,8026159.95254202,3788,8105,NYAMAKARE SEC,Mashonaland West,Secondary,Sanyati,S3,-17.81838,29.36338,nyamakare sec
262869.756912928,7965495.28963513,3789,8106,MARIGUMURA,Mashonaland West,Secondary,Chegutu,S3,-18.38733,30.75553,marigumura
155633.802964535,8153397.80059404,3790,8107,MWAMI,Mashonaland West,Secondary,Hurungwe,S3,-16.67693,29.77171,mwami
145116.635994431,8041928.2505973,3791,8108,RUNENE,Mashonaland West,Secondary,Makonde,S3,-17.68127,29.65522,runene
183297.545032335,8087883.37961372,3793,8110,MUREREKA,Mashonaland West,Secondary,Makonde,S3,-17.27223,30.02146,murereka
252952.892396111,8021033.04299972,3795,8112,VIMBAI,Mashonaland West,Secondary,Chegutu,S2,-17.88464,30.66838,vimbai
158465.473706063,7950871.20397405,3797,8114,TAFARA VENICE,Mashonaland West,Secondary,Mhondoro Ngezi,S3,-18.50508,29.76584,tafara venice
111816.010820221,8081089.35740907,3799,8116,CHIVENDE,Mashonaland West,Secondary,Hurungwe,S3,-17.32243,29.34888,chivende
129818.238639155,7996998.2031657,3801,8118,JOMUPANI SEC,Mashonaland West,Secondary,Sanyati,S3,-18.08412,29.50329,jomupani sec
170086.95682569,8111758.53255503,3803,8120,KASIMURE,Mashonaland West,Secondary,Hurungwe,S3,-17.05485,29.90093,kasimure
121872.150445011,8176722.36710432,3804,8121,VUTI,Mashonaland West,Secondary,Hurungwe,S3,-16.46131,29.45948,vuti
47778.2412685376,8101159.11241366,3805,8122,SAMPAKARUMA,Mashonaland West,Secondary,Kariba,S3,-17.12964,28.75183,sampakaruma
144168.304054538,7951594.72990191,3806,8124,DONAIN SEC,Mashonaland West,Secondary,Mhondoro Ngezi,S3,-18.49619,29.63075,donain sec
232511.884037585,7980241.87478949,3807,8125,ST MARK,Mashonaland West,Secondary,Chegutu,S3,-18.25057,30.47032,st mark
111381.386418519,8147408.96682971,3808,8126,NYAMUPFUKUDZA,Mashonaland West,Secondary,Hurungwe,S3,-16.72408,29.35641,nyamupfukudza
92460.7629498882,8143551.41190068,3809,8127,KAJEKACHE,Mashonaland West,Secondary,Hurungwe,S3,-16.75567,29.1786,kajekache
212521.498000462,7932237.55884336,3810,8128,WANGANUI SEC,Mashonaland West,Secondary,Mhondoro Ngezi,S2,-18.68136,30.27458,wanganui sec
73523.1576230658,8125236.54984061,3811,8129,MAKANDE,Mashonaland West,Secondary,Kariba,S3,-16.91746,28.99786,makande
199012.210424288,8132032.60734518,3812,8130,RIDZIWI SEC,Mashonaland West,Secondary,Makonde,S3,-16.87577,30.17513,ridziwi sec
191181.757766534,7999352.84153583,3813,8131,AMEVA,Mashonaland West,Secondary,Chegutu,S3,-18.0725,30.08267,ameva
239955.746049803,7964039.92560205,3814,8132,NYATSAMBO,Mashonaland West,Secondary,Chegutu,S3,-18.39779,30.5386,nyatsambo
239729.143077235,8041058.18126632,3818,8136,MARINGOVE,Mashonaland West,Secondary,Zvimba,S3,-17.70227,30.54613,maringove
267362.538344719,8043761.78119274,3820,8138,NYAVIRA SEC,Mashonaland West,Secondary,Zvimba,S3,-17.68093,30.80681,nyavira sec
201567.749026479,8053998.02162734,3824,8142,NYAMASANGA SEC,Mashonaland West,Secondary,Makonde,S3,-17.58063,30.18845,nyamasanga sec
279948.823811023,8036844.5042059,3839,8157,NORTHCOT,Mashonaland West,Secondary,Zvimba,S3,-17.7447,30.92469,northcot
125966.471099997,8100756.50431682,3843,8161,TENGWE,Mashonaland West,Secondary,Hurungwe,S3,-17.14737,29.48515,tengwe
147923.966393209,8139456.17020366,3844,8162,CHIKANGWE,Mashonaland West,Secondary,Hurungwe,S2,-16.80161,29.69735,chikangwe
254462.391780266,7935850.14202189,3845,8163,ST OSWALDS,Mashonaland West,Secondary,Mhondoro Ngezi,S2,-18.65409,30.67238,st oswalds
255341.347445743,7945596.20425737,3846,8164,ST MICHAELS,Mashonaland West,Secondary,Mhondoro Ngezi,S1,-18.56618,30.6819,st michaels
226673.55383908,8114002.92982876,3847,8165,RAFFINGORA SEC,Mashonaland West,Secondary,Zvimba,S3,-17.042,30.43233,raffingora sec
169951.760682272,7968662.07152036,3848,8166,KUWADZANA SEC,Mashonaland West,Secondary,Sanyati,S3,-18.34635,29.87739,kuwadzana sec
196960.941474249,7993326.28310496,3849,8167,ST FRANCIS,Mashonaland West,Secondary,Chegutu,S2,-18.12772,30.13633,st francis
161635.852101975,8167467.12401798,3850,8168,KAZANGARARE,Mashonaland West,Secondary,Hurungwe,S3,-16.55081,29.83,kazangarare
97024.3522739735,8119532.0576978,3851,8169,MATAU,Mashonaland West,Secondary,Hurungwe,S3,-16.97311,29.21701,matau
109654.531787313,8135305.67969371,3852,8170,CHITIMBE,Mashonaland West,Secondary,Hurungwe,S3,-16.83298,29.33815,chitimbe
167650.616513762,8154562.72691268,3853,8171,KAPIRI,Mashonaland West,Secondary,Hurungwe,S3,-16.66814,29.88441,kapiri
95179.3799072166,8100398.82913398,3854,8172,DANDAWA,Mashonaland West,Secondary,Hurungwe,S3,-17.14536,29.19622,dandawa
111392.112548964,8123796.16684979,3855,8173,CHIVA,Mashonaland West,Secondary,Hurungwe,S3,-16.9371,29.35243,chiva
143642.426262888,7994831.67802992,3856,8174,MAMVURAMACHENA,Mashonaland West,Secondary,Sanyati,S3,-18.10599,29.63333,mamvuramachena
244150.960496731,8092700.42621113,3857,8175,MURIEL MINE SEC,Mashonaland West,Secondary,Zvimba,S3,-17.2364,30.59393,muriel mine sec
218694.808569256,8029601.37957871,3858,8176,MASIYARWA,Mashonaland West,Secondary,Zvimba,S3,-17.80314,30.34644,masiyarwa
182383.053562347,7978987.99221944,3859,8177,MARTIN SPUR,Mashonaland West,Secondary,Sanyati,S3,-18.25504,29.99649,martin spur
161948.286221287,7980166.08446267,3860,8178,KWAYEDZA SEC,Mashonaland West,Secondary,Sanyati,S3,-18.24128,29.80366,kwayedza sec
121346.239696832,8110004.01227499,3861,8179,KAPFUNDE,Mashonaland West,Secondary,Hurungwe,S3,-17.06318,29.44338,kapfunde
253599.133146925,8021156.26881737,3862,8180,ST ERIC,Mashonaland West,Secondary,Chegutu,S3,-17.8836,30.67449,st eric
166281.107178034,7997235.77378968,3863,8181,DALNY MINE SEC,Mashonaland West,Secondary,Sanyati,S1,-18.08791,29.84735,dalny mine sec
213026.619570806,8016112.88026047,3864,8182,DOMBWE,Mashonaland West,Secondary,Chegutu,S3,-17.92419,30.29117,dombwe
139285.645073747,8065033.33310525,3865,8183,KENZAMBA,Mashonaland West,Secondary,Makonde,S3,-17.47185,29.60423,kenzamba
94600.1344470046,8129956.78716696,3866,8184,NYAMHUNGA,Mashonaland West,Secondary,Hurungwe,S3,-16.87866,29.19618,nyamhunga
230244.654242974,7982260.34039168,3884,8203,CHIRUNDAZI,Mashonaland West,Secondary,Chegutu,S3,-18.23206,30.44916,chirundazi
247247.308145208,7955228.56965539,3888,8207,RUKUMA,Mashonaland West,Secondary,Chegutu,S3,-18.47824,30.60647,rukuma
232827.213801027,7942900.42376002,3898,8217,MUSENA (ST JAMES),Mashonaland West,Secondary,Mhondoro Ngezi,S3,-18.58778,30.46837,musena (st james)
230226.986162328,8058629.68924539,3900,8219,TRELAWNEY,Mashonaland West,Secondary,Zvimba,S3,-17.54246,30.45883,trelawney
115691.050990369,8141361.22373148,3914,8234,MAUMBE SEC,Mashonaland West,Secondary,Hurungwe,S3,-16.77935,29.39573,maumbe sec
124083.258496011,8117128.46568877,3918,8238,NYAMUTORA,Mashonaland West,Secondary,Hurungwe,S3,-16.99935,29.47026,nyamutora
250306.300814392,7945728.85889713,3926,8246,KAPONDA,Mashonaland West,Secondary,Mhondoro Ngezi,S3,-18.56439,30.63424,kaponda
245883.416478617,7988044.24994516,3928,8248,GONZA,Mashonaland West,Secondary,Chegutu,S3,-18.18174,30.59766,gonza
262408.937890124,7994056.55926894,3930,8250,MASAWI,Mashonaland West,Secondary,Chegutu,S3,-18.12933,30.75449,masawi
254680.525609932,7984662.79139078,3935,8255,SIMON MAZORODZE,Mashonaland West,Secondary,Chegutu,S3,-18.2133,30.68037,simon mazorodze
180752.231291173,8050942.07913933,3963,8283,MBURUNGWE,Mashonaland West,Secondary,Makonde,S2,-17.60533,29.99208,mburungwe
100497.454739696,8132780.38036786,3981,8301,KARAMBAZUNGU,Mashonaland West,Secondary,Hurungwe,S3,-16.85421,29.25193,karambazungu
175846.87351651,8027730.30460865,3989,8309,DZINGWE,Mashonaland West,Secondary,Zvimba,S3,-17.81413,29.94236,dzingwe
128842.191068228,8057697.76085614,4004,8326,OBVA SEC,Mashonaland West,Secondary,Makonde,S3,-17.53633,29.50478,obva sec
87946.3335331565,8113119.00824697,4017,8339,CHIROTI,Mashonaland West,Secondary,Hurungwe,S3,-17.02935,29.13074,chiroti
,,4026,8348,MAQUADZI,Mashonaland West,Secondary,Zvimba,S3,,0,maquadzi
243929.093488493,8075162.95691731,4035,8357,SUTTON MINE,Mashonaland West,Secondary,Zvimba,S3,-17.39476,30.58978,sutton mine
86199.6669268166,8100320.66233251,4044,8367,FULECHE,Mashonaland West,Secondary,Hurungwe,S3,-17.14446,29.11197,fuleche
140754.192314067,8104477.6895097,4063,8386,MSHOWE,Mashonaland West,Secondary,Hurungwe,S3,-17.11616,29.62454,mshowe
155336.173276349,8128325.5736237,4074,8398,KAROI ENTERPRISES,Mashonaland West,Secondary,Hurungwe,S3,-16.90317,29.76509,karoi enterprises
144378.480018597,8179854.33909806,4097,8422,KARURU,Mashonaland West,Secondary,Hurungwe,S3,-16.4365,29.67043,karuru
170660.126874312,7952163.04767151,4099,8424,BROMPTON,Mashonaland West,Secondary,Mhondoro Ngezi,S3,-18.49536,29.8814,brompton
198186.883527575,7993911.38773669,4123,8448,CHEGUTU,Mashonaland West,Secondary,Chegutu,S1,-18.12261,30.14799,chegutu
102992.284702138,8009614.00959139,4124,8449,SANYATI SEC,Mashonaland West,Secondary,Sanyati,S2,-17.96558,29.25269,sanyati sec
203418.023555634,8077684.24340672,4125,8450,CHINHOYI 2 HIGH,Mashonaland West,Secondary,Makonde,S1,-17.36703,30.20913,chinhoyi 2 high
173388.25076714,7970108.01531904,4129,8454,JAMESON HIGH,Mashonaland West,Secondary,Sanyati,S1,-18.33383,29.9101,jameson high
204155.895483671,8040600.58515162,4130,8455,MATORANHEMBE,Mashonaland West,Secondary,Zvimba,S3,-17.70193,30.21095,matoranhembe
118422.981409666,8135015.23823217,4131,8456,MAGUNJE GVT HIGH,Mashonaland West,Secondary,Hurungwe,S2,-16.83705,29.42024,magunje gvt high
220987.705501616,8015528.34313144,4132,8457,MSENGEZI,Mashonaland West,Secondary,Chegutu,S3,-17.9305,30.36618,msengezi
170744.000625012,7967752.65541068,4133,8458,MUNYARADZI HIGH,Mashonaland West,Secondary,Sanyati,S2,-18.35468,29.88473,munyaradzi high
201741.313529532,8075318.2518391,4134,8459,NEMAKONDE,Mashonaland West,Secondary,Makonde,S1,-17.38817,30.19304,nemakonde
56247.5756113544,8169758.6350366,4135,8460,NYAMHUNGA,Mashonaland West,Secondary,Kariba,S2,-16.51282,28.84476,nyamhunga
197435.358584776,7993946.2534991,4136,8461,PFUPAJENA,Mashonaland West,Secondary,Chegutu,S2,-18.12219,30.1409,pfupajena
171785.97368322,7969376.03078899,4137,8462,RIMUKA 1 HIGH,Mashonaland West,Secondary,Sanyati,S2,-18.34019,29.89484,rimuka 1 high
170615.149380792,7969962.11103702,4138,8463,RIMUKA 2 HIGH,Mashonaland West,Secondary,Sanyati,S2,-18.33472,29.88387,rimuka 2 high
200072.69611904,8078857.01758332,4139,8464,CHINHOYI HIGH,Mashonaland West,Secondary,Makonde,S1,-17.356,30.17784,chinhoyi high
174082.751190311,7969026.18677299,4140,8465,RIMUKA 3 HIGH,Mashonaland West,Secondary,Mhondoro Ngezi,S2,-18.3437,29.91649,rimuka 3 high
146315.827656941,8136127.151522,4141,8466,KAROI HIGH,Mashonaland West,Secondary,Hurungwe,S3,-16.83141,29.68176,karoi high
111476.981253424,8072065.90858631,4147,8472,CHIRARIRO,Mashonaland West,Secondary,Hurungwe,S3,-17.40377,29.34408,chirariro
158946.790242446,8105337.2755917,4156,8483,POTE,Mashonaland West,Secondary,Hurungwe,S3,-17.11118,29.79541,pote
94162.6793711159,8084406.30987272,4227,8557,BATANAI,Mashonaland West,Secondary,Hurungwe,S3,-17.28942,29.18372,batanai
183424.339744171,8019479.49836393,4229,8559,CHAVAROZVI,Mashonaland West,Secondary,Chegutu,S3,-17.88971,30.01252,chavarozvi
121047.676880001,8160005.23265273,4271,8601,LYNX,Mashonaland West,Secondary,Hurungwe,S3,-16.61201,29.44901,lynx
179415.811210747,8111536.78416125,4281,8611,TWO TREE HILL,Mashonaland West,Secondary,Makonde,S3,-17.05817,29.98844,two tree hill
,,4293,8624,CHENGETA,Mashonaland West,Secondary,Chegutu,S3,,0,chengeta
235828.818854904,7933966.22688263,4301,8633,MUCHEMWA,Mashonaland West,Secondary,Mhondoro Ngezi,S3,-18.66883,30.49561,muchemwa
116664.016231905,8009539.57254037,4302,8634,NEUSO SEC,Mashonaland West,Secondary,Sanyati,S3,-17.9687,29.38153,neuso sec
114208.718167602,8067712.61988641,4306,8638,KAMHONDE,Mashonaland West,Secondary,Makonde,S3,-17.44351,29.36897,kamhonde
186578.437487035,8125577.86976394,4308,8640,GUDUBU,Mashonaland West,Secondary,Makonde,S3,-16.9324,30.05764,gudubu
21188.1708915114,8088502.11637246,4309,8641,KASVISVA,Mashonaland West,Secondary,Kariba,S3,-17.2383,28.49983,kasvisva
,,4311,8643,AFM CHIKANGA,Mashonaland West,Secondary,Chegutu,S3,,0,afm chikanga
223546.964331923,8077073.4924272,4315,8648,SACRED HEART,Mashonaland West,Secondary,Zvimba,S2,-17.3751,30.39832,sacred heart
149269.444880145,8032795.84440383,4316,8649,ST RUPERTS,Mashonaland West,Secondary,Makonde,S3,-17.76434,29.6928,st ruperts
128357.391210578,7987560.65370654,4318,8651,MUZVEZVE SEC,Mashonaland West,Secondary,Sanyati,S3,-18.16901,29.48781,muzvezve sec
111440.296891857,7994450.23131896,4320,8653,BATANAI VERE SEC,Mashonaland West,Secondary,Sanyati,S3,-18.10388,29.32947,batanai vere sec
169810.806194619,8129973.19267466,4325,8658,NYANGOMA,Mashonaland West,Secondary,Hurungwe,S3,-16.8904,29.90104,nyangoma
200250.053098819,8048609.55780167,4327,8663,MURURI,Mashonaland West,Secondary,Zvimba,S3,-17.6291,30.17529,mururi
224948.735966736,8131341.64948198,4330,8666,ARDA SISI,Mashonaland West,Secondary,Zvimba,S3,-16.88522,30.41828,arda sisi
,,4331,8667,LUWANA,Mashonaland West,Secondary,Sanyati,S3,,0,luwana
,,4332,8668,STEP BY STEP ACADEMY,Mashonaland West,Secondary,Chegutu,S1,,0,step by step academy
121990.248836268,8046022.4879392,4335,8671,RUSVINGO,Mashonaland West,Secondary,Sanyati,S3,-17.64051,29.43828,rusvingo
124886.783673718,8163262.69551966,4343,8679,MLICHI,Mashonaland West,Secondary,Hurungwe,S3,-16.58323,29.48547,mlichi
,,4348,8684,NYAGORI,Mashonaland West,Secondary,Chegutu,S3,,0,nyagori
277876.092635771,8034072.6306844,4349,8685,RAINHAM,Mashonaland West,Secondary,Zvimba,S3,-17.76953,30.90486,rainham
,,4350,8686,MAYOVHE,Mashonaland West,Secondary,Kariba,S3,,0,mayovhe
,,4351,8687,CHINGURUNGURU,Mashonaland West,Secondary,Hurungwe,S3,,0,chingurunguru
,,4353,8690,BLUE GRASS,Mashonaland West,Secondary,Sanyati,S3,,0,blue grass
,,4354,8691,ALPHABRICK,Mashonaland West,Secondary,Zvimba,S3,,0,alphabrick
,,4355,8692,BEPERERE WICHENS SECONDARY,Mashonaland West,Secondary,Zvimba,S3,,0,beperere wichens secondary
,,4356,8693,LAKE CHIVERO (KUMBOYEDZA),Mashonaland West,Secondary,Zvimba,S3,,0,lake chivero (kumboyedza)
133589.87063387,7984125.34744589,4357,8694,NYAMATANI,Mashonaland West,Secondary,Sanyati,S3,-18.2009,29.53658,nyamatani
,,4358,8695,MVURACHENA,Mashonaland West,Secondary,Mhondoro Ngezi,S3,,0,mvurachena
134136.186246303,8070951.30851085,4359,8696,KASONDE,Mashonaland West,Secondary,Makonde,S3,-17.41762,29.55682,kasonde
,,4360,8697,SHINGIRIRAI,Mashonaland West,Secondary,Sanyati,S3,,0,shingirirai
,,4361,8698,NICHOLAS BHENGU,Mashonaland West,Secondary,Chegutu,S3,,0,nicholas bhengu
,,4368,8708,ROTTERVIEW COLLEGE,Mashonaland West,Secondary,Sanyati,S3,,0,rotterview college
,,4373,8713,HILLBRIDGE COLLEGE,Mashonaland West,Secondary,Chegutu,S3,,0,hillbridge college
,,4374,8714,NEW HOPE COLLEGE,Mashonaland West,Secondary,Chegutu,S1,,0,new hope college
,,4375,8715,KARIBA SKILLS COLLEGE,Mashonaland West,Secondary,Kariba,S2,,0,kariba skills college
,,4376,8716,HOPE TARIRO HOPE CATHOLIC,Mashonaland West,Secondary,Makonde,S1,,0,hope tariro hope catholic
,,4379,8719,MADUDZO SECONDARY,Mashonaland West,Secondary,Hurungwe,S3,,0,madudzo secondary
,,4380,8720,BUDIRIRO B COLLEGE,Mashonaland West,Secondary,Sanyati,S3,,0,budiriro b college
,,4381,8724,PEN ACADEMY (PEN COMMERCIAL COLLEGE),Mashonaland West,Secondary,Sanyati,S2,,0,pen academy (pen commercial college)
,,4382,8725,PINEWOOD HIGH SCHOOL CAMPUS,Mashonaland West,Secondary,Zvimba,S3,,0,pinewood high school campus
,,4383,8727,VICTORIA COLLEGE,Mashonaland West,Secondary,Makonde,S3,,0,victoria college
,,4384,8728,KARIBA INSTITUTE,Mashonaland West,Secondary,Kariba,S2,,0,kariba institute
,,4386,8732,BURNBANK SENIOR SCHOOL,Mashonaland West,Secondary,Chegutu,S3,,0,burnbank senior school
,,4387,8733,JAIROSI JIRI,Mashonaland West,Secondary,Sanyati,S3,,0,jairosi jiri
,,4388,8735,KING SOLOMON ACADEMY,Mashonaland West,Secondary,Makonde,S2,,0,king solomon academy
,,4389,8736,SHINGIRIRAI,Mashonaland West,Secondary,Chegutu,S3,,0,shingirirai
,,4390,8738,TWINTOPS,Mashonaland West,Secondary,Mhondoro Ngezi,S3,,0,twintops
,,4391,8739,RUTENDO,Mashonaland West,Secondary,Hurungwe,S3,,0,rutendo
,,4392,8740,WINO,Mashonaland West,Secondary,Hurungwe,S3,,0,wino
,,4393,8741,RYDINGS COLLEGE,Mashonaland West,Secondary,Hurungwe,S3,,0,rydings college
,,4394,8742,ID ACADEMY INDEPENDENT COLLEGE,Mashonaland West,Secondary,Kariba,S2,,0,id academy independent college
,,4398,8747,VIBRANT BOOMS ACADEMY,Mashonaland West,Secondary,Sanyati,S2,,0,vibrant booms academy
,,4399,8748,CHEDOPE,Mashonaland West,Secondary,Hurungwe,S3,,,chedope
,,4406,8755,THE ULTIMATE ACADEMY,Mashonaland West,Secondary,Sanyati,S3,,,the ultimate academy
,,4411,8760,GOODHOPE COLLEGE,Mashonaland West,Secondary,Kariba,S2,,,goodhope college
,,4412,8761,MASUKA CHRISTIAN COLLEGE,Mashonaland West,Secondary,Zvimba,S3,,,masuka christian college
,,4413,8762,UNITING SAINTS,Mashonaland West,Secondary,Zvimba,S2,,,uniting saints
177088.887814677,8061951.24688659,4616,9115,NAFOMBO-URI-MAGONDE,Mashonaland West,Secondary,Makonde,S3,-17.50543,29.95926,nafombo-uri-magonde
178271.631163004,8084024.07589171,4618,9118,ATHENS,Mashonaland West,Secondary,Makonde,S3,-17.30636,29.97367,athens
172341.099441059,8034966.37915334,4619,9119,CHAKABOORA,Mashonaland West,Secondary,Makonde,S3,-17.7483,29.91045,chakaboora
187926.23058586,8102487.81843999,4620,9120,CHIFUNDI,Mashonaland West,Secondary,Makonde,S3,-17.14103,30.06703,chifundi
189064.021026338,8154242.71529288,4621,9121,IMPALA DOWNS,Mashonaland West,Secondary,Makonde,S3,-16.67395,30.08491,impala downs
200270.305680583,8110219.97781918,4622,9122,INYATHI,Mashonaland West,Secondary,Makonde,S3,-17.07287,30.18399,inyathi
156567.083257,8073809.45555849,4623,9123,KANYAGA,Mashonaland West,Secondary,Makonde,S3,-17.39536,29.76812,kanyaga
,,4624,9124,CHEMUNDI ( MHEMBWECHENA),Mashonaland West,Secondary,Makonde,S3,,0,chemundi ( mhembwechena)
180150.6066355,8069410.2793539,4625,9125,MAGOGI,Mashonaland West,Secondary,Makonde,S3,-17.43854,29.98917,magogi
152957.380812253,8048918.6071045,4626,9126,MAPFUNGWE,Mashonaland West,Secondary,Makonde,S3,-17.61943,29.73017,mapfungwe
201679.188513936,8159692.96189552,4627,9127,MAKOPPA,Mashonaland West,Secondary,Makonde,S3,-16.62637,30.20379,makoppa
165769.417272866,8087643.85978658,4628,9128,MAYSMA,Mashonaland West,Secondary,Makonde,S3,-17.27188,29.85675,maysma
182782.149622625,8102477.07422817,4629,9129,MONTROSE,Mashonaland West,Secondary,Makonde,S3,-17.14042,30.01873,montrose
193882.538452957,8090543.10955535,4630,9130,GODZI,Mashonaland West,Secondary,Makonde,S3,-17.24967,30.12129,godzi
192108.566633274,8142282.43559688,4631,9131,PONDERASA,Mashonaland West,Secondary,Makonde,S3,-16.78233,30.1118,ponderasa
196499.66645374,8065188.55986645,4632,9132,PORTELET (BIRI),Mashonaland West,Secondary,Makonde,S3,-17.47892,30.14233,portelet (biri)
201188.14561605,8122432.184714,4633,9133,RICHMOND,Mashonaland West,Secondary,Makonde,S3,-16.96273,30.19425,richmond
155550.472468709,8095857.12644974,4634,9134,SADOMA EXTENSION,Mashonaland West,Secondary,Makonde,S3,-17.19623,29.76205,sadoma extension
149365.463474406,8067769.11359349,4635,9135,CHIHWITI,Mashonaland West,Secondary,Makonde,S3,-17.44876,29.69945,chihwiti
211789.361739472,8106207.83912371,4636,9136,NYAKASIKANA SKIDDAW,Mashonaland West,Secondary,Makonde,S3,-17.11057,30.2916,nyakasikana skiddaw
193687.858298141,8156323.41100213,4637,9137,BINGE,Mashonaland West,Secondary,Makonde,S3,-16.65577,30.1285,binge
196627.34927592,8105166.06098988,4638,9138,URUME,Mashonaland West,Secondary,Makonde,S3,-17.11802,30.1491,urume
165192.294088564,8094511.53453532,4639,9139,ZINTAFULI,Mashonaland West,Secondary,Makonde,S3,-17.20981,29.85238,zintafuli
206092.983876832,8144900.33216082,4640,9140,DOMA,Mashonaland West,Secondary,Makonde,S3,-16.76049,30.24321,doma
217675.912318912,8142984.91947781,4641,9141,CHIMANIMANI,Mashonaland West,Secondary,Makonde,S3,-16.77921,30.35153,chimanimani
206429.253367164,8126530.13206453,4642,9142,COTSWOLD,Mashonaland West,Secondary,Makonde,S3,-16.9264,30.24396,cotswold
162323.864435146,8057083.9215595,4643,9143,CHIJAKA,Mashonaland West,Secondary,Makonde,S3,-17.54718,29.81961,chijaka
130526.361859894,8048041.53947495,4644,9144,MTUNZI,Mashonaland West,Secondary,Makonde,S3,-17.62373,29.51895,mtunzi
166573.996112388,8087654.74671066,4645,9145,GAMBULI,Mashonaland West,Secondary,Makonde,S3,-17.2719,29.86431,gambuli
172826.023231047,8053565.52216156,4646,9146,GAMANYA,Mashonaland West,Secondary,Makonde,S3,-17.5805,29.91788,gamanya
153691.847983701,8084252.10005583,4647,9147,FIONA,Mashonaland West,Secondary,Makonde,S3,-17.30068,29.74276,fiona
129766.999355846,8030139.1618942,4648,9148,MADZIVAENZOU,Mashonaland West,Secondary,Sanyati,S3,-17.78512,29.50868,madzivaenzou
112715.094234016,8037382.43687506,4649,9149,MUCHEKI,Mashonaland West,Secondary,Sanyati,S3,-17.71685,29.34944,mucheki
153514.427944774,7999716.13547842,4650,9150,MUSUSE,Mashonaland West,Secondary,Sanyati,S3,-18.06352,29.7273,mususe
156118.209800334,8015542.16890653,4651,9151,NHARIRE,Mashonaland West,Secondary,Sanyati,S3,-17.92112,29.75448,nharire
120317.586082634,8035943.43358481,4652,9152,NYAUNDE,Mashonaland West,Secondary,Sanyati,S3,-17.73115,29.42074,nyaunde
170973.298262136,7981726.72186188,4653,9153,TAGARIKA (ALABAMA),Mashonaland West,Secondary,Sanyati,S3,-18.2286,29.88915,tagarika (alabama)
174085.78884389,7993168.42904083,4654,9154,TAWSTOCK,Mashonaland West,Secondary,Sanyati,S3,-18.12581,29.92036,tawstock
220096.036937709,7952316.42691937,4655,9155,CHINGONDO,Mashonaland West,Secondary,Mhondoro Ngezi,S3,-18.50111,30.34914,chingondo
221687.153257405,7918737.95770522,4656,9156,DAVID GUZUZU,Mashonaland West,Secondary,Mhondoro Ngezi,S3,-18.80448,30.35951,david guzuzu
